Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
03/03/2022,"PATRICK ST, PORTARLINGTON, LAOIS",Offaly,R32AE83,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2022,"APT 110, ASHBROOK, HOWTH RD DUBLIN 3",Dublin,,"€403,881.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2022,"THE COTTAGE, TINTINE, THE ROWER",Kilkenny,R95K5N3,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2022,"30 WESTPARK, TALLAGHT, DUBLIN 24",Dublin,D24R76X,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2022,"3 DRUMMARTIN PARK, DUNDRUM, DUBLIN 14",Dublin,D14RP38,"€749,100.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2022,"WOODSIDE COTTAGE, MACETOWN, TARA",Meath,C15RW53,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2022,"9 ROCKVIEW, GOLEEN, CO CORK",Cork,P81WY43,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2022,"5 CUNNINGHAM PARK, CORNELSCOURT, BRAY RD DUBLIN 18",Dublin,D18C2N2,"€632,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2022,"4 SUNDAYS WELLS APTS, COUNTESS RD, KILLARNEY",Kerry,V93K684,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2022,"6A Park Road, Longford",Longford,,"€72,500.00",No,No,New Dwelling house /Apartment,
26/08/2022,"19 Skylark park view, st marnocks bay, station road",Dublin,,"€572,687.22",No,Yes,New Dwelling house /Apartment,
19/12/2022,"LAVALLA, BALLYNACALLY, ENNIS",Clare,V95DKA9,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2022,"6 THE WILLOWS, FOREST PARK, PORTLAOISE",Laois,R32A2K4,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2022,"279 Kylemore, Schoolhouse Road, Castletroy",Limerick,,"€321,585.91",No,Yes,New Dwelling house /Apartment,
18/11/2022,"APT 31, MAYESTON RISE, ST MARGARETS RD DUBLIN 11",Dublin,D11WY89,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2022,"ARDIN, CHURCH RD, COOLKENNO  TULLOW",Wicklow,R93FV12,"€27,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2022,"14 THE PARK, HARBOUR HEIGHTS, ROCHESTOWN ROAD",Cork,T12X6CH,"€333,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2022,"APARTMENT 3 SUIRSIDE, 5 LOWER LIBERTY SQUARE, THURLES",Tipperary,E41PP46,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2022,"5 THE COPSETEMP LEMANOR, CELBRIDGE, KILDARE",Kildare,W23X628,"€750,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2022,"18 Rahenny Park, Lusk",Dublin,,"€436,123.00",No,Yes,New Dwelling house /Apartment,
07/12/2022,"15 BEECHWOOD HEATH, BEECHWOOD, HANSFIELD",Dublin,D15ARY9,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2022,"WILLOW LEAVES, CLONARD GREAT, WEXFORD TOWN",Wexford,Y35NT14,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2022,"51 THE ORCHARD, CASTLETROY, LIMERICK",Limerick,V94WN44,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2022,"19 Graydon Avenue, Graydon, Newcastle",Dublin,,"€374,449.33",No,Yes,New Dwelling house /Apartment,
28/10/2022,"50 CLOS NA RI, COOLCOTTS, WEXFORD",Wexford,Y35W1W2,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2022,"THE LODGE, SLANEY HILL, PARK",Wexford,Y35E8D7,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2022,"CHURCH HILL, BALLINASLOE, CO GALWAY",Galway,H53PK31,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2022,"LISEUX, HILLVIEW, INNER OLD ROAD CASHEL",Tipperary,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2022,"51 ABBERLEY SQ, BELGARD RD, TALLAGHT DUBLIN 24",Dublin,D24RD42,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2022,"APT 5, BERESFORD HOUSE, CUSTOM HOUSE SQ DUBLIN 1",Dublin,D01TK50,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2022,"GIBBONSTOWN, KILMALLOCK, CO LIMERICK",Limerick,V35HN99,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2022,"138 ST PETERS RD, WALKINSTOWN, DUBLIN 12",Dublin,D12X26E,"€431,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2022,"70 Radharc na Siuire, Knockboy",Waterford,,"€193,832.00",No,Yes,New Dwelling house /Apartment,
03/02/2022,"1 GLOR NA DTONN, BALLYBUNION, CO KERRY",Kerry,V31WY20,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2022,"52 HAWTHORN HILL, NEWTOWNCUNNINGHAM, DONEGAL",Donegal,F93YW27,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2022,"15 WEAVERS HALL, CLONSILLA RD, DUBLIN 15",Dublin,D15T224,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2022,"24 WOODSDALE CLOSE, FIRHOUSE, DUBLIN 24",Dublin,D24K5V6,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2022,"64 GRANARY COURT LADYSWELL, CORK",Cork,T23NY02,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2022,"WILLOWCHASE, BALLYVOCOGUE, ASKEATON",Limerick,V94H6WF,"€510,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2022,"217 BEECHCOURT, BEECH ST, KILLARNEY",Kerry,V93FD88,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2022,"44 MERRION COURT, MERRION RD, BALLSBRIDGE DUBLIN 4",Dublin,D04TP21,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2022,"45 GLEBE HOLLOW, STRANORLAR, DONEGAL",Donegal,F93Y7D5,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2022,"OATLANDS, RAMELTON RD, LETTERKENNY",Donegal,F92V0DK,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2022,"17 ESKER LAWNS, LUCAN, DUBLIN",Dublin,K78D9E4,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2022,"13 CATHEDRAL RD, CAVAN, CAVAN",Cavan,H12WT25,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2022,"15 BALLYBUNION HOLIDAY VILLAGE, SANDHILL RD, BALLYBUNNION",Kerry,V31Y528,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2022,"161 GAYBROOK LAWNS, MALAHIDE, DUBLIN",Dublin,K36R861,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2022,"BEECHLAWN, MILL ROAD, MORNINGTON",Meath,A92H702,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2022,"10 Hawkins Wood Drive, Hawkins Wood, Greystones",Wicklow,,"€484,581.49",No,Yes,New Dwelling house /Apartment,
09/09/2022,"40 CASTLELAND PARK AVENUE, CASTLELAND, BALBRIGGAN",Dublin,,"€321,585.00",No,Yes,New Dwelling house /Apartment,
01/06/2022,"5 Maple Avenue, Janeville, Cork Road",Cork,,"€317,181.00",No,Yes,New Dwelling house /Apartment,
27/10/2022,"25 GRANARY COURT, ST JOSEPHS RD, MALLOW",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2022,"19 THE CANALSIDE, ATHY, CO KILDARE",Kildare,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2022,"4 THE CLOSE, COLLEGE WOOD, BALLYELLIS  MALLOW",Cork,P51XDF7,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2022,"BALLYNACARGY VILLAGE, MULLINGAR, WESTMEATH",Westmeath,N91VHY3,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2022,"43 Castleland Park Avenue, Balbriggan",Dublin,,"€321,600.00",No,Yes,New Dwelling house /Apartment,
01/03/2022,"MILL VIEW HOUSE, LECK, MONAGHAN",Monaghan,H18F891,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2022,"49 Cluain Beag, Clonard, Wexford",Wexford,,"€158,590.30",No,Yes,New Dwelling house /Apartment,
29/06/2022,"48 LACKEANFUNNE, DUNGARVAN, WATERFORD",Waterford,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2022,"34 BISHOPSWATER, WEXFORD, WEXFORD",Wexford,Y35D9N1,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2022,"48 PRIORS GATE, MAIN ST, TALLAGHT DUBLIN 24",Dublin,D24FE89,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2022,"4 ARD MULLEN, GORTAMULLEN, KENMARE",Kerry,V93NX83,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2022,"2 COLMAN WAY, LUSK VILLAGE, LUSK",Dublin,K45NT73,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2022,"RISA, WALSHESLOUGH, ROSSLARE",Wexford,Y35PP99,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2022,"60 BEECHGROVE LAWNS, MONAGHAN, MONAGHAN",Monaghan,H18TX04,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"69 BARGY ROAD, EAST WALL, DUBLIN 3",Dublin,D03KN76,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2022,"APT 22, KILLEGLAND HALL, ASHBOURNE",Meath,A84D344,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2022,"12 WOLFE TONE SQUARE SOUTH, BRAY, CO WICKLOW",Wicklow,A98W9N7,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2022,"58 Linenfield Way, Ballymakenny Road, Drogheda",Louth,,"€281,056.00",No,Yes,New Dwelling house /Apartment,
30/09/2022,"CLONHASTEN, ENNISCORTHY, WEXFORD",Wexford,Y21X8H0,"€408,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2022,"BERRY LODGE, MURRISK NA BOL, MURRISK",Mayo,F28T288,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2022,"5 REIDS BUILDING, 43 MAIN ST, MONAGHAN",Monaghan,A81HN82,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2022,"13 Coolkellure Lane, Coolkellure, Lehenaghmore",Cork,T12AVF8,"€317,137.00",No,Yes,New Dwelling house /Apartment,
03/02/2022,"10 THE CLOISTERS, SPUNKANE, WATERVILLE",Kerry,V23A525,"€290,000.00",No,Yes,New Dwelling house /Apartment,
25/02/2022,"33 DEAN SWIFT RD, WADELAI PARK, DUBLIN 11",Dublin,D11E2T0,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2022,"42 SEACLIFF, NYMPH HALL, DUNMORE EAST",Waterford,X91W9T8,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2022,"73 SHREWSBURY, OFF SHREWSBURY PARK, BALLSBRIDGE",Dublin,D04R966,"€665,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"CARROW, CAPPAROE, NENAGH",Tipperary,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2022,"8 CILLEITHNE GARDENS, BELLINGHAM, PORTLAOISE",Laois,R32Y6P7,"€280,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2022,"17 ARDKEEN, DUNTAHANE, FERMOY",Cork,P61YX46,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2022,"39 Clochan, Kilmeaden",Waterford,,"€407,070.00",No,Yes,New Dwelling house /Apartment,
24/05/2022,"5 THE CRESCENT, SEVITT HALL, BETTYSTOWN",Meath,A92T6T7,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2022,"5 ROSSBERRY PARK, LUCAN, DUBLIN",Dublin,K78E921,"€487,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2022,"POUND ST, ARVA, CAVAN",Cavan,H12V678,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2022,"3 OLD BARRACK RD, COLLOONEY, SLIGO",Sligo,F91F2V9,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2022,"51 CLOUGHAVAY, ARDEE, CO LOUTH",Louth,A92DP83,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2022,"1 Hawthorn Way, Lusk Village, Lusk",Dublin,,"€378,900.00",No,Yes,New Dwelling house /Apartment,
07/12/2022,"CLONLOHAN, KILCOGY, CO CAVAN",Cavan,N39CT89,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2022,"39 BURGAGE MANOR, BLESSINGTON, WICKLOW",Wicklow,W91DX72,"€422,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2022,"30 FERNHILL WOODS, FERNHILL ROAD, CLONAKILTY",Cork,P85XV61,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2022,"COOLS, HEADFORT, KILLARNEY",Kerry,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2022,"64 COLLEGE PARK, CORBALLY, LIMERICK",Limerick,V94FFX9,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2022,"7 KILDRUM MEADOWS, KILLEA, DONEGAL",Donegal,F93H7F6,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2022,"12 THE LAWN, PRIORY COURT, WATERGRASSHILL",Cork,T56FP86,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2022,"95 MARYFIELD CRESCENT, ARTANE, DUBLIN 5",Dublin,D05X7H5,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2022,"12 The Towers, Point Road, Dundalk",Louth,,"€316,299.56",No,Yes,New Dwelling house /Apartment,
15/08/2022,"71 ANNAGH COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin,D15PF95,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2022,"77 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15",Dublin,D15VE03,"€281,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2022,"A6 BAILIS VILLAGE, JOHNSTOWN, NAVAN",Meath,C15VF95,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2022,"62 CLUAIN AOIBHINN, MAYNOOTH, KILDARE",Kildare,W23K0V9,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2022,"248 CHARLESLAND PARK, GREYSTONES, CO WICKLOW",Wicklow,A63CH98,"€384,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2022,"11 CALDRAGH, SAVAL PARK ROAD, DALKEY",Dublin,,"€748,899.00",No,Yes,New Dwelling house /Apartment,
28/02/2022,"115 BLOCK M CEDAR PLACE, RIDGEWOOD, SWORDS",Dublin,K67R2C1,"€345,763.76",Yes,No,Second-Hand Dwelling house /Apartment,
12/10/2022,"5 MAPLE RD, ARD NA GREINE, KNOCKAVOTA",Kerry,V93C5D4,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2022,"MAIN STREET, CLOGHANE, CO KERRY",Kerry,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2022,"1 PARK ROW, GRANGERATH, DROGHEDA",Meath,A92Y0PX,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2022,"7 WARREN GROVE, ARD RI, DUBLIN RD",Westmeath,N37W8X4,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2022,"119 TUR UISCE, DOUGHISKA, GALWAY",Galway,H91W8RC,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2022,"16 BALLYVAREEN, KILDIMO, LIMERICK",Limerick,V94XHK2,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2022,"47 Barters Wood, Tower, Blarney",Cork,,"€321,585.00",No,Yes,New Dwelling house /Apartment,
02/03/2022,"No 2 Bakers Field, Watergrasshill, Co. Cork",Cork,T56KR88,"€306,125.00",No,Yes,New Dwelling house /Apartment,
22/11/2022,"2 THE VILLAGE, SLIEVERUE, KILKENNY",Kilkenny,X91Y381,"€267,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2022,"12 Delgany Place, Delgany, Co. Wicklow",Wicklow,,"€431,718.00",No,Yes,New Dwelling house /Apartment,
02/12/2022,"30 A WOODFIELD PARK, KILLELINE, NEWCASTLEWEST",Limerick,V42KX74,"€166,791.60",No,No,Second-Hand Dwelling house /Apartment,
29/03/2022,"23 BLACK MILL ST, KILKENNY, KILKENNY",Kilkenny,R95K74C,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2022,"4 The Crescent, Green Hill, Clonhasten",Wexford,,"€255,506.60",No,Yes,New Dwelling house /Apartment,
25/05/2022,"75 RIVERMILL, NAVAN, MEATH",Meath,C15DE22,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2022,"34 BARNORA CRESCENT, ROSEMOUNT, CAHIR",Tipperary,E21P861,"€55,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/10/2022,"MEELEHERA, KANTURK, CORK",Cork,P51X472,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"1 CANAL VIEW, CLONES RD, MONAGHAN",Monaghan,H18CH76,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2022,"1 CAMDEN BUILDINGS, CAMDEN ST, DUBLIN 2",Dublin,D02V967,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2022,"5 WASHINGTON COURT, ANNE ST, CORK",Cork,T12FX0F,"€269,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2022,"73 TEMPLE GARDENS, SANTRY, DUBLIN 9",Dublin,D09TN56,"€296,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2022,"31 RAILWAY AVE, INCHIORE, DUBLIN 8",Dublin,D08V2NH,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"22 MARIEVILLE, POULADUFF RD, CORK",Cork,T12CR9F,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2022,"11 RUANBEG COURT, RUANBEG MANOR, DUBLIN RD",Kildare,R51XK71,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2022,"MULLANBOY, CASTLEFIN, COUNTY DONEGAL",Donegal,F93DHH3,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2022,"1 ARDEVAN VIEW, MONASTEREVIN, KILDARE",Kildare,W34KX05,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2022,"14 ORMOND HOUSE, LYREEN MANOR, MAYNOOTH",Kildare,W23NR27,"€356,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2022,"2  ARD AOIBHINN, INNISHANNON, CO. CORK",Cork,T12WCP7,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2022,"MEENBANAD, BURTONPORT, COUNTY DONEGAL",Donegal,F94C1F9,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2022,"17 ST CRONANS TERRACE, ROSCREA, TIPPERARY",Tipperary,E53NY94,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2022,"12 BALLYCASEY CRESCENT, SHANNON, CO CLARE",Clare,V14W500,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2022,"26 The Crescent, Silver Banks, Stamullen",Meath,,"€277,533.00",No,Yes,New Dwelling house /Apartment,
18/08/2022,"9 THE HAGGARD, HOWTH, HAGGARD",Dublin,D13C3Y7,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2022,"Apartments 58 59 62 63 65 and 66, Block 8, Avena  Ballisodare Town Centre",Sligo,,"€656,387.67",No,Yes,New Dwelling house /Apartment,
06/05/2022,"1 CASTLE MEADOW, KILANERIN, WEXFORD",Wexford,Y25XP28,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2022,"26 KNOCKREA GARDENS, WALLACES AVE, CORK",Cork,T12N9X9,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2022,"80 CREAGH WOODS, GOREY, WEXFORD",Wexford,Y25E1V3,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2022,"5 GLENMORE WOOD, MULLINGAR, WESTMEATH",Westmeath,N91P3V1,"€336,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2022,"2 ANNSBOROUGH COURT, ROBERTSTOWN, NAAS",Kildare,W91E4H9,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2022,"3 MULBERRY LANE, CURRAHEEN ROAD, BISHOPSTOWN",Cork,T12W10R,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2022,"133 THE GLEN, ALDERBROOK, ASHBOURNE",Meath,A84FH28,"€558,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2022,"COURAGH, DUNGOURNEY, CORK",Cork,P25K656,"€392,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2022,"BALLYEDMONDUFF LODGE, STEPASIDE, DUBLIN 18",Dublin,D18N6W2,"€988,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2022,"APT.54 -  HAZELWOOD, MILLFIELD, MOOREFIELD NEWBRIDGE",Kildare,W12HP77,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2022,"6 HOLYWELL CLOSE GORSEHILL SWORDS, DUBLIN",Dublin,K67VX96,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2022,"59 ASHFIELD, LISTOWEL, KERRY",Kerry,V31W281,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2022,"7 WILLOW PARK, TULLOW RD, CARLOW",Carlow,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2022,"NINCH, LAYTOWN, DROGHEDA",Meath,A92XR91,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2022,"ARDEE RD, DUNLEER, LOUTH",Louth,A92VH04,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2022,"74 SEABURY, SYDNEY PARADE AVE, DUBLIN 4",Dublin,D04N998,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2022,"KINGSBURY, DOUGLAS EAST, CORK",Cork,T12P2YP,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2022,"SELBORNE, SHANGANAGH, QUERRIN KILKEE",Clare,V15P046,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2022,"55 GORT NA GLAISE, SANDY RD, GALWAY",Galway,H91PC86,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2022,"34 SALLINS BRIDGE, SALLINS, NAAS",Kildare,W91Y8K6,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2022,"10 Long Meadows, Old Sion Road, Kilkenny",Kilkenny,,"€599,118.94",No,Yes,New Dwelling house /Apartment,
22/12/2022,"6 OAKLAWN, LEIXLIP, KILDARE",Kildare,W23E9X2,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2022,"BALLAGHBOY, BALLINGARRY, THURLES",Tipperary,,"€43,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2022,"ROSEBANK, LAMAGH, LONGFORD",Longford,N39DE93,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2022,"16 GLENCOO GARDENS, BALLINLOUGH, CORK",Cork,T12E0A5,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2022,"73 ERNE DALE HEIGHTS, BALLYSHANNON, CO DONEGAL",Donegal,F94H6X9,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2022,"15 PINEWOOD, KILLEENS, WEXFORD",Wexford,Y35C2X8,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2022,"1 EIGHTER HEIGHTS, VIRGINIA, CO CAVAN",Cavan,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2022,"23 HAND ST, DROGHEDA, LOUTH",Louth,A92HW6V,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2022,"FENWAY, 1 CLEVE HILL, BLACKROCK RD",Cork,T12HXV3,"€297,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/08/2022,"1 ST PAULS TERRACE, SANDYCOVE, DUBLIN",Dublin,A96C7K8,"€945,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2022,"APT 44, MILBANK SQUARE, SALLINS",Kildare,W91V068,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2022,"5  Cois Dara, Tullow Road, Carlow",Carlow,,"€211,453.00",No,Yes,New Dwelling house /Apartment,
27/10/2022,"10 SUMMERVILLE PARK, RATHMINES RD UPPER, DUBLIN 6",Dublin,D06F762,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2022,"APT 7 MILLRACE GREEN, SAGGART, C DUBLIN",Dublin,D24Y363,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2022,"103 BURRIN MANOR, TULLOW RD, CARLOW",Carlow,R93R9H3,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2022,"25 THE GLYDE, RIVERVALE GROVE, DUNLEER",Louth,A92X0Y7,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2022,"CLONMEEN, COOLESTOWN, RHODE",Offaly,R35XR83,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2022,"WINTERFELL, 5 CASTLE AVENUE, UPPER CHURCHTOWN ROAD",Dublin,D14YA00,"€2,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2022,"26 GLEANN RUA, BALLYGARVAN, CORK",Cork,T12N8EF,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2022,"47 MONKSFIELD HEIGHTS, CLONDALKIN, DUBLIN 22",Dublin,D22WC97,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2022,"6 ROCK COURT, BLACKROCK, DUNDALK",Louth,A91T0H2,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2022,"352 PEARSE RD, SALLYNOGGIN, DUN LAOGHAIRE",Dublin,A96XW18,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2022,"98 SHINGAN, MILEHOUSE RD, ENNISCORTHY",Wexford,Y21C2D2,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
