Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,VAT Exclusive,Description of Property,Property Size Description,lat,lng
6/3/2024,"17 STEELS TERRACE, LIFFORD, ENNIS",Clare,V95Y429,240000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
16/12/2024,"APT 26 THE COURTYARD, 43 48 HILL ST, THE COURTYARD DUBLIN 1",Dublin,,360000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/09/2024,"14 The Crescent, Kilmartin Grove, Hollystown",Dublin,,392070,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/05/2024,"ROSEVILLE, 12 FINGLAS RD, GLASNEVIN",Dublin,D11F5DT,680000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/7/2024,"GREENVILLE, KILMACOW, KILKENNY",Kilkenny,X91EY17,329000,No,No,0,Second-Hand Dwelling house /Apartment,,52.30611,-7.17167
5/7/2024,"GORTEVAN, BARNHILL ROAD, DALKEY",Dublin,A96D732,800000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/04/2024,"20  Gleann Fia, Tower, Blarney",Cork,,418500,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.9222182,-8.5985335
31/07/2024,"4 ARD NA GAOITHE, KNOCKATALLON, MONAGHAN",Monaghan,H18X781,247960,No,No,0,Second-Hand Dwelling house /Apartment,,54.2977086,-7.1404215
26/07/2024,"27 ARD MHUIRE, THURLES, CO TIPPERARY",Tipperary,E41H2T9,170000,No,No,0,Second-Hand Dwelling house /Apartment,,52.7880093,-7.7251245
29/05/2024,"APT 1, 58 ELLESMERE AVE, PHIBSBORO",Dublin,D07E3Y4,750000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/03/2024,"DEMARCO, VIOLET HILL, CHURCH RD",Dublin,A96WP52,1240000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/08/2024,"29 HOMELAWN RD, TALLAGHT, DUBLIN 24",Dublin,D24AK6X,390000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2833235,-6.350889
3/7/2024,"BEALLACH HOUSE, PARK, BALLYFOYLE",Kilkenny,R95R9D6,395000,No,No,0,Second-Hand Dwelling house /Apartment,,52.72361,-7.23028
20/03/2024,"1 HILLSIDE VIEW, TONNISCOFFEY, DUNRAYMOND",Monaghan,H18KD39,350000,No,No,0,Second-Hand Dwelling house /Apartment,,54.17389,-6.91278
20/12/2024,"30 CASTLEGRANGE SQ, CLONDALKIN, DUBLIN 22",Dublin,D22X3V1,365000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3215266,-6.4235693
17/07/2024,"CLAGGAN, MILFORD",Donegal,F92PX46,255000,No,No,0,Second-Hand Dwelling house /Apartment,,55.08806,-7.69889
26/01/2024,"CARRICKABANE, LATTON, CASTLEBLAYNEY",Monaghan,A75ET91,250000,No,No,0,Second-Hand Dwelling house /Apartment,,54.11667,-6.73333
15/05/2024,"206 WATERVILLE CRESCENT, DUNDALK, LOUTH",Louth,A91PD8F,210000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.9922909,-6.3976646
18/09/2024,"No. 1 Outfarm Wood, Carpenterstown Road, Castleknock",Dublin,,814980,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/7/2024,"CAHER, SHRULE, MAYO",Mayo,H91REW8,287500,No,No,0,Second-Hand Dwelling house /Apartment,,53.51681,-9.08902
16/12/2024,"34 COIS NA MARA, BETTYSTOWN, MEATH",Meath,A92EE0C,431000,No,No,0,Second-Hand Dwelling house /Apartment,,53.7059886,-6.2524762
8/8/2024,"47 BRAMBLE WAY, CASTLELAKE, CARRIGTWOHILL",Cork,T45WY49,375000,No,No,0,Second-Hand Dwelling house /Apartment,,51.90833,-8.26333
8/3/2024,"22 Archers Wood Avenue, Archers Wood, Delgany",Wicklow,,704970,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.13083,-6.09139
22/11/2024,"4 DUNFIERTH PARK, JOHNSTOWN BRIDGE, ENFIELD",Kildare,A83PX28,337500,No,No,0,Second-Hand Dwelling house /Apartment,,53.15611,-6.91444
23/02/2024,"9 GREENDALE RD, RAHENY, DUBLIN 5",Dublin,D05AY11,603000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3851612,-6.1532559
19/07/2024,"31 Baile Adam, Ballyadam, Carrigtwohill",Cork,,290000,Yes,Yes,1,Second-Hand Dwelling house /Apartment,,51.90833,-8.26333
24/07/2024,"ARDSURAN, LISSERLOUGH, BOYLE",Sligo,,128000,No,No,0,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
27/05/2024,"9 THE MEADOWS, MILL ROAD  MILL FARM, CARRIGALINE",Cork,,384980,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.81167,-8.39861
11/9/2024,"29 Park Lane, Marybrough Village, Portlaoise",Laois,,237880,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
4/7/2024,"5 GLENBURGH TERRACE, LOWER DARGLE ROAD, BRAY",Wicklow,A98RH26,560000,No,No,0,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
17/10/2024,"10 ST IGNATIUS RD, DORSET ST, DUBLIN 7",Dublin,D07PXC1,540000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/06/2024,"No 20 Ormonde Avenue, Rush",Dublin,,414100,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/09/2024,"THE BUNGALOW, LOUGHBEG, RINGASKIDDY",Cork,P43Y326,211250,No,No,0,Second-Hand Dwelling house /Apartment,,51.83389,-8.31694
18/07/2024,"APT 2 GARDEN GREEN, GARDEN VILLAGE, PORTLAOISE",Laois,R32AD66,146000,No,No,0,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
22/04/2024,"8 BALDUNGAN CLOSE, BALLYKEA, SKERRIES",Dublin,K34YP63,570000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/06/2024,"35 ROWAN HALL, MILLBROOK COURT, MILLTOWN RD DUBLIN 6",Dublin,D06T224,580000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/10/2024,"73 Chapel Hill, Chapel Lane, Garristown",Dublin,,378860,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/4/2024,"33 WOODLANDS RISE, ARKLOW, WICKLOW",Wicklow,Y14VP79,330000,No,No,0,Second-Hand Dwelling house /Apartment,,52.7949314,-6.1773768
8/7/2024,"60 The Boulevard, Kilmartin Grove, Hollystown",Dublin,,387670,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/01/2024,"13 Baile Bhuin, Oldtown",Dublin,,528630,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.527204,-6.3169656
31/05/2024,"36 CALLARY ST, TULLAMORE, OFFALY",Offaly,R35FX23,173000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
31/05/2024,"22 SHANDON GARDENS, PHIBSBORO, DUBLIN 7",Dublin,D07Y1FT,360000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/10/2024,"2 WILLIAMS GROVE, ARDCLOUGH, STRAFFAN",Kildare,W23H5W4,190000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3177,-6.60467
22/10/2024,"1 VIEWMOUNT, DUBLIN RD, LONGFORD",Longford,N39V2Y4,340000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.72536,-7.79823
24/01/2024,"47 RAMPART VIEW, RAHARDRUM, VIRGINIA",Cavan,A82D4C4,298000,No,No,0,Second-Hand Dwelling house /Apartment,,53.83389,-7.07556
19/06/2024,"7 Carraig Nua, Bunavory, Tulla",Clare,,350000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.86472,-8.76056
12/7/2024,"137 CAIRN WOODS, BALLYVINITER, MALLOW",Cork,P51R27D,325000,No,No,0,Second-Hand Dwelling house /Apartment,,,
30/04/2024,"79 BUTTERCUP PARK, DARNDALE, DUBLIN 17",Dublin,D17HW93,215000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3981091,-6.1882299
7/10/2024,"3 NORBITON HILL, RAHEEN, LIMERICK",Limerick,V94N1YW,460000,No,No,0,Second-Hand Dwelling house /Apartment,,52.631768,-8.6564352
13/12/2024,"106 BARRACK ST, WATERFORD",Waterford,X91W2AR,165000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2557192,-7.1201451
6/6/2024,"20 WESTFIELDS, LIMERICK RD, ENNIS",Clare,V95W8HT,245000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
10/6/2024,"Apt. 2  Block 4, The Maltings, Portlaoise",Laois,,285190,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.0373862,-7.3201117
19/07/2024,"75 FAIRWAYS, BALLYROAN RD, ABBEYLEIX",Laois,R32E261,228000,No,No,0,Second-Hand Dwelling house /Apartment,,52.89917,-7.3575
16/12/2024,"8 The Hill, Coachroad Meadows, Clane",Kildare,,440530,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.29139,-6.68917
26/11/2024,"LISHEENACREAGH, BALLYDEHOB, CORK",Cork,P81YR96,380000,No,No,0,Second-Hand Dwelling house /Apartment,,51.55,-9.46667
28/11/2024,"31 CASTLEMANOR CT, FERNS, WEXFORD",Wexford,Y21DT73,157780,No,No,0,Second-Hand Dwelling house /Apartment,,52.58833,-6.49972
6/6/2024,"DRUMCARROW, RAHEEN CROSS, ST NESSANS RD",Limerick,V94C6WH,650000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
20/08/2024,"2 VICTORIA PLACE, HENRY ST, NEW ROSS",Wexford,Y34AX84,200000,No,No,0,Second-Hand Dwelling house /Apartment,,52.39667,-6.93667
30/05/2024,"38 Amhrace Abhann, Knockhill, Ennis Road",Limerick,,399000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
21/05/2024,"609 GALLOPING GREEN, STILLORGAN, DUBLIN",Dublin,,418500,No,No,0,Second-Hand Dwelling house /Apartment,,53.2856488,-6.1957737
1/10/2024,"APT 9, BARUVA HOUSE, 57 PEMBROKE RD DUBLIN 4",Dublin,D04YF89,325000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/07/2024,"Site No. 11 Rockview Avenue, Rockview, Mountrath Road",Laois,,309130,No,Yes,1,Second-Hand Dwelling house /Apartment,,53,-7.4
25/06/2024,"MAIRE NI SHRUTHAIN, CHALET 3, KNOCK",Galway,H91F58P,230000,No,No,0,Second-Hand Dwelling house /Apartment,,53.28639,-9.25139
26/01/2024,"BERTIES, DERRYLAHAN, KENMARE",Kerry,,385000,No,No,0,Second-Hand Dwelling house /Apartment,,51.88333,-9.58333
25/03/2024,"37 Mariners Drive, Mariners Way, Rush",Dublin,,403080,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/01/2024,"KILMURRY, KENMARE, KERRY",Kerry,V93D8K1,205000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8943347,-9.5796525
12/12/2024,"1 ALLENTON RD, TALLAGHT, DUBLIN 24",Dublin,D24RWC6,200000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.2742835,-6.3519951
5/6/2024,"23 Summerseat Way, Clonee",Meath,,392070,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.409102,-6.4426623
22/10/2024,"40 THE HARBOUR, ATHY, KILDARE",Kildare,R14R853,132000,No,No,0,Second-Hand Dwelling house /Apartment,,52.99139,-6.98028
19/01/2024,"SHERLOCKSTOWN LODGE, SHERLOCKSTOWN, SALLINS",Kildare,,950000,No,No,0,Second-Hand Dwelling house /Apartment,,53.24889,-6.66611
13/03/2024,"7 GAZELLE AVENUE, TYRRELLSTOWN, DUBLIN 15",Dublin,D15K8X6,314000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/09/2024,"95 RENVILLE VILLAGE, ORANMORE, GALWAY",Galway,H91H27V,241000,No,No,0,Second-Hand Dwelling house /Apartment,,53.26833,-8.92
7/6/2024,"28B KIIMALOW AVW, BLESSINGTON MANOR, BLESSINGTON",Wicklow,W91V0C9,313500,No,No,0,Second-Hand Dwelling house /Apartment,,53.17,-6.5325
12/12/2024,"27 RATHEALY CLOSE, FERMOY, CO CORK",Cork,,299120,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.13583,-8.27583
30/10/2024,"130 CREAGAN, BARNA, GALWAY",Galway,H91V4H0,960000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2517984,-9.1566597
16/01/2024,"23 PEMBROKE ROW, PASSAGE WEST, CORK",Cork,,342000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8714422,-8.3449869
11/3/2024,"69 FOXROCK AVE, FOXROCK, DUBLIN 18",Dublin,D18H2P3,950000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/01/2024,"32 MANOR COURT, MOUNT ARGUS GROVE, HARROLDS CROSS DUBLIN 6",Dublin,,327500,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/7/2024,"23 HOLYWELL RISE, SWORDS, DUBLIN",Dublin,K67H942,410780,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/03/2024,"26 GLEANN NA FHIA, GURTEENROE, MACROOM",Cork,P12NW89,281940,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.9,-8.95
2/2/2024,"6 ABBEYFIELD, MILLTOWN, DUBLIN 6",Dublin,D06C5V0,633000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3157626,-6.2475162
3/5/2024,"20 FERNDALE ENNIS RD, LIMERICK",Limerick,V94RKE8,460000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
1/5/2024,"16 Oak Park, The Willows, Dunshaughlin",Meath,,484580,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.5062985,-6.5330097
4/1/2024,"4 WOLFE TONE PLACE, LETTERKENNY, DONEGAL",Donegal,F92YK5R,170000,No,No,0,Second-Hand Dwelling house /Apartment,,54.9558955,-7.7463592
22/04/2024,"57 WELLVIEW AVE, TYRELLESTOWN, DUBLIN 15",Dublin,D15RP7A,245000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/10/2024,"60 DROMDIAH PARK, KILLEAGH",Cork,,237880,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.94222,-7.99778
9/4/2024,"17 LISDRUMSKEAGH, SHERCOCK, CAVAN",Cavan,A81P409,155000,No,No,0,Second-Hand Dwelling house /Apartment,,54,-6.9
30/10/2024,"APT 1 TRAX, RETREAT RD, ATHLONE",Westmeath,N37TH94,280000,No,No,0,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
28/11/2024,"22 Farmleigh Woods, Old Laghey Road, Drumrat",Donegal,,312780,No,Yes,1,Second-Hand Dwelling house /Apartment,,54.91667,-8
5/12/2024,"28 DARGAN ST, BRAY, WICKLOW",Wicklow,A98P590,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2050729,-6.1175959
4/6/2024,"CLAHANE, LISCANNOR, CLARE",Clare,V94YE8P,500000,No,No,0,Second-Hand Dwelling house /Apartment,,52.94167,-9.38583
31/10/2024,"43 RICHMOND HALL, RICHMOND RD, FAIRVIEW DUBLIN 3",Dublin,D03H726,380000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/10/2024,"4 PALM COURT, ARVA, CAVAN",Cavan,H12DX90,180000,No,No,0,Second-Hand Dwelling house /Apartment,,53.921825,-7.5828574
31/07/2024,"5 SHANARD RD, SANTRY, DUBLIN 9",Dublin,D09V5Y6,434000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3905585,-6.2549298
20/09/2024,"8 DOORADOYLE PARK, DOORADOYLE, LIMERICK",Limerick,V94XY23,260000,Yes,No,0,Second-Hand Dwelling house /Apartment,,52.6361529,-8.6474316
15/11/2024,"37 Ballleally Rise, Hands Lane, Lusk",Dublin,,348020,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/03/2024,"4 Ardrath Way, Ardrath, Celbridge",Kildare,,396480,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33861,-6.54361
13/03/2024,"2 Kilheale Lawn, Kilheale Manor, Kill",Kildare,,418500,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.25139,-6.59167
23/10/2024,"5 Bayly Heights, Castletreasure, Douglas",Cork,,440530,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.87444,-8.435
8/4/2024,"13 Port na Rinne, Ringaskiddy",Cork,,299560,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.83389,-8.31694
23/05/2024,"59 ROCHFORD PARK, ROCHFORD ABBEY, KILL",Kildare,W91P6V9,257650,No,No,0,Second-Hand Dwelling house /Apartment,,53.25139,-6.59167
20/12/2024,"14 The Monastery, Castle Demesne, Tralee",Kerry,,362290,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
25/07/2024,"70 PEBBLE DR, TRAMORE, WATERFORD",Waterford,X91P2F7,175000,No,No,0,Second-Hand Dwelling house /Apartment,,52.1643474,-7.1415544
22/11/2024,"DOON EAST, BALLYBUNNION, CO. KERRY",Kerry,V31DN32,175000,No,No,0,Second-Hand Dwelling house /Apartment,,52.51108,-9.67097
27/03/2024,"27 GROSVENOR SQ, RATHMINES, DUBLIN 6",Dublin,,1135000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3250628,-6.2727804
28/05/2024,"No 5 Springhill, Ballinglanna, Glanmire",Cork,,418500,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.91583,-8.39972
26/09/2024,"5 Hawthorn Close, Kilcarbery Grange",Dublin,,387670,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.316398,-6.4211598
4/11/2024,"32 SHANAGARRY, COLLINS AVE, DUNMORE RD",Waterford,X91E0C7,325000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
9/8/2024,"3 CHURCH MEWS, MILLBROOK LAWNS, TALLAGHT DUBLIN 24",Dublin,D24W6Y8,340000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/10/2024,"THE CAPTAINS HOUSE, GARRYLETTER, BONANE",Kerry,V93RY88,500000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
18/11/2024,"67 WINGFIELD, STEPASIDE, DUBLIN",Dublin,D18V290,646000,No,No,0,Second-Hand Dwelling house /Apartment,,53.251638,-6.2075804
21/06/2024,"13 BATT DONEGAN PLACE, CHARLEVILLE, CO CORK",Cork,P56FH26,145000,No,No,0,Second-Hand Dwelling house /Apartment,,52.35,-8.68333
11/9/2024,"17 parkleigh gardens, seven mills, clonburris",Dublin,,349780,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/12/2024,"2 FLESK GROVE, LIMERICK RD, CASTLEISLAND",Kerry,V92W2X4,230000,No,No,0,Second-Hand Dwelling house /Apartment,,52.23333,-9.46667
6/9/2024,"UNIT 17, BLOCK D3, SANTRY CROSS",Dublin,,245000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/10/2024,"24 Clay Farm Court, Clay Farm, Leopardstown",Dublin,,651980,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/7/2024,"153 RAFTERS RD, DRIMNAGH, DUBLIN 12",Dublin,D12X638,382000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/08/2024,"APT 65 - STRATTON WALK, ADAMSTOWN SQUARE, LUCAN",Dublin,K78ET68,342000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/9/2024,"STICKINS, CARAGH, KILDARE",Kildare,W91EDY0,420000,No,No,0,Second-Hand Dwelling house /Apartment,,53.256622,-6.7469439
6/11/2024,"NORAHS COTTAGE, HOLLYBROOK ESTATE, SKIBBEREEN",Cork,,727150,No,No,0,Second-Hand Dwelling house /Apartment,,51.55,-9.26667
28/02/2024,"18 THOR PLACE, STONEYBATTER, DUBLIN 7",Dublin,D07C1Y2,395000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/7/2024,"35 RAMILLIES RD, BALLYFERMOT, DUBLIN",Dublin,D10R984,275000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.3399862,-6.3447471
26/01/2024,"4 RATHSTEWART CRESCENT, ATHY, KILDARE",Kildare,R14X028,250000,No,No,0,Second-Hand Dwelling house /Apartment,,52.9995953,-6.9896806
24/07/2024,"APT 14, FRANCIS COURT, MARKS ALLEY WEST DUBLIN 8",Dublin,D08A3T0,360000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
21/03/2024,"41 THE WALK, MOYGLARE HALL, MAYNOOTH",Kildare,W23K5N2,419930,No,No,0,Second-Hand Dwelling house /Apartment,,53.390706,-6.5937399
5/9/2024,"8 THE BELFRY, MODEL FARM RD, CORK",Cork,T12AY03,280000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
17/04/2024,"9 The Pine, Coach Road Meadows, Clane",Kildare,,405290,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.2999957,-6.6825295
18/12/2024,"ANNAGH, MILTOWN MALBAY, CLARE",Clare,V95W6A2,210000,No,No,0,Second-Hand Dwelling house /Apartment,,52.85528,-9.39833
14/06/2024,"10 The Mews, Baker Hall, Navan",Meath,,321580,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.6425263,-6.6759092
3/5/2024,"SEA BREEZE, MAIN ST, RIVERCHAPEL",Wexford,Y25H395,275000,No,No,0,Second-Hand Dwelling house /Apartment,,52.63667,-6.23194
16/02/2024,"8 SHANTOBAR, BALLINALEE, CO LONGFORD",Longford,N39A022,185000,No,No,0,Second-Hand Dwelling house /Apartment,,53.7746505,-7.655586
18/07/2024,"2 ST PATRICKS TERRACE, NAVAN, MEATH",Meath,C15A0X3,239000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
18/12/2024,"120 CANTERBROOK TRIM RD NAVAN, MEATH",Meath,C15NHK8,415000,No,No,0,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
12/4/2024,"37 Park Avenue, Friary Walk, Callan",Kilkenny,,259500,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.545,-7.39111
18/11/2024,"6 ST ANNES COURT, DANGAN, GALWAY",Galway,H91P7YF,210000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
26/04/2024,"4A BALLINURE COTTAGES, BLACKROCK, CORK",Cork,T12D2HT,245000,Yes,No,0,Second-Hand Dwelling house /Apartment,,51.89694,-8.41
24/05/2024,"17 ARD CL??R, BALLINDINE ROAD, CLAREMORRIS",Mayo,F12D6C1,365000,No,No,0,Second-Hand Dwelling house /Apartment,,53.71667,-9
19/04/2024,"24 TURNPIKE, SANTRY CROSS, BALLYMUN",Dublin,D11XH26,225000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/6/2024,"1 GREENWOOD DRIVE, KINSEALY LANE, KINSEALY",Dublin,,792950,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
4/10/2024,"39 BELLEVILLE, BLACKHORSE AVE, DUBLIN 7",Dublin,D07KT26,490000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/08/2024,"1 RAILWAY COURT, CARRICKMACROSS, MONAGHAN",Monaghan,A81H285,265000,No,No,0,Second-Hand Dwelling house /Apartment,,53.9762879,-6.7124483
30/08/2024,"144 THE COMMONS, DULEEK, MEATH",Meath,A92CY67,150000,No,No,0,Second-Hand Dwelling house /Apartment,,53.660249,-6.4111096
31/07/2024,"1 EMMET TERRACE, NAVAN, MEATH",Meath,C15W9H0,225000,No,No,0,Second-Hand Dwelling house /Apartment,,53.6526106,-6.6911477
31/07/2024,"4 SAUL RD, CRUMLIN, DUBLIN 12",Dublin,D12CD80,430000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3255411,-6.3002481
6/2/2024,"10 MARIAN TERRACE, BALLYDUFF, CO WATERFORD",Waterford,P51D8W5,130000,No,No,0,Second-Hand Dwelling house /Apartment,,52.14667,-8.05361
24/10/2024,"80 LEE DR, BALLINORIG, RATHASS",Kerry,V92HC9N,210000,No,No,0,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
7/3/2024,"APT 22 WATERVILLE HALL, WATERVILLE TERRACE, WATERVILLE DUBLIN 15",Dublin,D15XD42,345000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/11/2024,"34 HAWTHORN AVE, KILLARNEY, KERRY",Kerry,V93Y90W,395000,No,No,0,Second-Hand Dwelling house /Apartment,,52.0534226,-9.4936921
14/08/2024,"19 RATHEVAN VIEW, PORTLAOISE, LAOIS",Laois,R32P63P,322000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0498788,-7.2724811
26/09/2024,"ABBERT, ABBEYKNOCKMOY, TUAM",Galway,,150000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4375628,-8.7605175
23/12/2024,"3 ORANHILL AVE, MAREE RD, ORANMORE",Galway,H91A9NX,390000,No,No,0,Second-Hand Dwelling house /Apartment,,53.26833,-8.92
15/01/2024,"13 THE NORTHUMBERLANDS, LOWER MOUNT ST, DUBLIN 2",Dublin,D02TH52,265000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/9/2024,"73 MORRISON'S AVENUE, WATERFORD",Waterford,X91XHC0,150000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2575658,-7.127416
19/09/2024,"702 RIVERPOINT, BISHOPS QUAY, LIMERICK",Limerick,V94YE82,255000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
3/5/2024,"5 Woodward Avenue, Glencairn Gate, Leopardstown",Dublin,,660790,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/07/2024,"Apartment 31, Bracken Hill, Simonsridge",Dublin,D18HPP3,378000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/11/2024,"13 THE HOLLYS, BRIDGEMOUNT, CARRIGALINE",Cork,P43HF25,349000,No,No,0,Second-Hand Dwelling house /Apartment,,51.81167,-8.39861
5/4/2024,"2 Lismooney Court, Kinnitty, Birr",Offaly,,185000,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
18/06/2024,"16 Shoreside Park  Sea Gardens, Bray  County Wicklow",Wicklow,,418500,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
5/3/2024,"97 DERRYNANE SQAURE, DORSET ST, DUBLIN 1",Dublin,D07C2N7,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/9/2024,"NO 4 THE GRAIN STORE, DISTILLERY LOFTS, DISTILLERY ROAD",Dublin,,656000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/7/2024,"25 DEERPARK AVE, CASTLEPARK, MALLOW",Cork,P51CDE2,330000,No,No,0,Second-Hand Dwelling house /Apartment,,52.13333,-8.63333
14/06/2024,"13 DOON HEIGHTS, BALLYCONNELL, CAVAN",Cavan,H14RW89,290000,No,No,0,Second-Hand Dwelling house /Apartment,,54.1218728,-7.5773141
13/11/2024,"5 DELAFORD PARK, KNOCKLYON, DUBLIN",Dublin,D16W1C9,602000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2877915,-6.3248106
