Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
3/3/2021,"RAHEEN, BALTINGLASS, WICKLOW",Wicklow,,"???140,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.9590475,-6.7106102
30/04/2021,"16 RIVERCREST, TUAM, CO GALWAY",Galway,H54E044,"???80,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
9/3/2021,"10 MILNER SQ, SHANOWEN RD, SANTRY DUBLIN 9",Dublin,,"???280,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/11/2021,"5 GLEN EASTON CLOSE, LEIXLIP, KILDARE",Kildare,W23V078,"???532,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.36583,-6.49556
1/4/2021,"GLENSIDE, GRANSHA, BUNCRANA",Donegal,,"???40,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.13333,-7.45
27/10/2021,"9 OMOORE ST, TULLAMORE, OFFALY",Offaly,R35ND34,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
21/12/2021,"20 CHERRYFIELD AVE LOWER, RANELAGH, DUBLIN 6",Dublin,D06H2Y3,"???735,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/01/2021,"BEECHFIELD, CALLAHOW, DROMCOLLOGHER",Limerick,,"???74,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
9/11/2021,"24 Longstone, Naas",Kildare,,"???389,868.00",No,Yes,New Dwelling house /Apartment,,53.2085877,-6.6423555
13/01/2021,"8 The Way, Scholarstown Road, Rathfarnham",Dublin,,"???462,500.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
13/12/2021,"14 CASTLEGATE MEWS, ADAMSTOWN CASTLE, ADAMSTOWN",Dublin,K78HX49,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/03/2021,"207 RUSHEENEY CLOSE, CLONSILLA, DUBLIN 15",Dublin,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/07/2021,"JENKINSTOWN, KILCOCK, KILDARE",Meath,,"???420,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
16/03/2021,"7 GLENVIEW HEIGHTS, MULLINGAR, WESTMEATH",Westmeath,,"???216,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.527089,-7.3186079
28/09/2021,"12 LAUREL BROOK GARDENS, DUNDALK, LOUTH",Louth,A91T2X6,"???226,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0088629,-6.4060684
16/04/2021,"RATHMAKELLY, BALLACOLLA, LAOIS",Laois,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53,-7.4
12/10/2021,"43 Rampart Road, Cathedral View, Dundalk",Louth,,"???210,000.00",No,Yes,New Dwelling house /Apartment,,54,-6.41667
26/07/2021,"8 WATERMILL PLACE, MONASTEREVIN, KILDARE",Kildare,W34YP89,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1389039,-7.0624444
1/6/2021,"25 HOLLYBANK RD APT 1, DRUMCONDRA, DUBLIN 9",Dublin,D09CX33,"???800,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3672718,-6.257488
30/04/2021,"CLOHANMORE, CREE, KILRUSH",Clare,,"???32,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.63972,-9.48333
26/04/2021,"CIONN TORC, PARK RD, MONAGHAN",Monaghan,,"???278,500.00",No,No,Second-Hand Dwelling house /Apartment,,54.25,-6.96667
2/9/2021,"10 CRUISE PARK SQUARE, OAKLAND VILLAGE, TYRRELSTOWN",Dublin,D15TP44,"???210,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/05/2021,"28 EDEN COURT, GRANGE RD, RATHFARNHAM",Dublin,D16T9N7,"???585,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/07/2021,"4 MULLENMORE NORTH, CROSSMOLINA, MAYO",Mayo,,"???35,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.091091,-9.3173645
26/11/2021,"78 MALAHIDE MARINA, MALAHIDE, CO DUBLIN",Dublin,K36FH99,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4543436,-6.1557158
15/09/2021,"18 CORN MILL PARK, BALLYMOTE, MILL PARK",Sligo,F56F383,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.0854004,-8.5178459
15/07/2021,"37 CAHERANNE VILLAGE, TRALEE, KERRY",Kerry,V92P8X3,"???125,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2650418,-9.7211479
18/11/2021,"10 PAIRC ARD NEWCASTLE, CLONMEL, TIPPERARY",Tipperary,E91WP94,"???125,000.00",Yes,Yes,New Dwelling house /Apartment,,52.47333,-8.15583
5/11/2021,"33 Gort na Glaise, Kilmoney Road, Carrigaline",Cork,,"???76,651.98",Yes,Yes,New Dwelling house /Apartment,,51.81167,-8.39861
2/12/2021,"104 Newcastle Boulevard, Graydon, Newcastle",Dublin,,"???317,180.00",No,Yes,New Dwelling house /Apartment,,53.2971294,-6.4987109
26/03/2021,"APT 23, CUIRT NA RASAI, BALLYBRIT",Galway,,"???151,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2915236,-8.9907948
16/03/2021,"35 THE PAVILLION APTS, MARINE RD, DUN LAOGHAIRE",Dublin,,"???295,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/05/2021,"37 RICHMOND PARK, CORBALLY, LIMERICK",Limerick,V94VPR6,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
31/03/2021,"APT 2B, NEWTOWN COURT, WATERFORD",Waterford,X91D580,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.2532421,-7.0993511
28/07/2021,"19 TONLEGEE DRIVE, RAHENY, DUBLIN 5",Dublin,D05V0H9,"???360,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/03/2021,"105 Millquarter, Knockmullen, Gorey",Wexford,,"???181,415.92",Yes,Yes,New Dwelling house /Apartment,,52.67472,-6.2925
30/07/2021,"3 Cloch Dubh, Ballindrait, Lifford",Donegal,,"???174,009.00",No,Yes,New Dwelling house /Apartment,,54.83194,-7.48361
29/01/2021,"33 OHOGAN RD, BALLYFERMOT, DUBLIN CITY",Dublin,,"???266,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/12/2021,"56 STRATFORD HAVEN, ORWELL RD, DUBLIN 6",Dublin,D06W2N0,"???490,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/05/2021,"71 SLI NA SRUTHAN, CLYBAUN RD, KNOCKNACARRA",Galway,H91PX4P,"???365,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
2/6/2021,"6 The Close, Bellingsmore, Kilmartin",Dublin,,"???348,017.62",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
5/3/2021,"Unit 15, Park Lane, Carrick-on-Shannon",Leitrim,,"???72,246.70",No,Yes,New Dwelling house /Apartment,,53.94694,-8.09
30/04/2021,"BAY VIEW, TIERACLEA, TARBERT",Kerry,,"???242,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.57278,-9.37528
12/2/2021,"MAIN ST, SHRULE, CO MAYO",Mayo,,"???85,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.51681,-9.08902
22/09/2021,"STUDIO 3, 45 SOUTH WILLIAM STREET, DUBLIN 2",Dublin,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/08/2021,"104 DOORLY PARK, SLIGO, SLIGO",Sligo,F91E6DR,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2690619,-8.4567055
12/4/2021,"169 KILCAIRN COURT, NAVAN, MEATH",Meath,,"???145,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
29/10/2021,"BALLINAMONA, ASKEATON, CO LIMERICK",Limerick,V94KV70,"???185,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.59972,-8.97556
17/12/2021,"PLUCKANES EAST, DONOUGHMORE, CO CORK",Cork,P32C568,"???240,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.98333,-8.75
22/11/2021,"APT 36, THE MILL, CROSS GUNS QUAY DUBLIN 7",Dublin,,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
10/2/2021,"32 ROSSDARRAGH HILL, PORTLAOISE, LAOIS",Laois,,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
4/3/2021,"6 GOLDSMITH STREET, NORTH CIRCULAR ROAD, DUBLIN 7",Dublin,,"???465,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/03/2021,"CLOSECULLEN, RAHEEN, MOUNTRATH",Laois,,"???600,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.99889,-7.47278
15/12/2021,"38 Ard Ratha, Sixmilebridge",Clare,,"???270,000.00",No,Yes,New Dwelling house /Apartment,,52.74139,-8.77417
16/04/2021,"MAIN STREET, KILGARVAN, COUNTY KERRY",Kerry,V93W7C3,"???136,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9,-9.45
20/10/2021,"GLASSON, ATHLONE, WESTMEATH",Westmeath,,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
13/10/2021,"1 CAISLEAN CLOSE, BALLINCOLLIG, CORK",Cork,P31WR27,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8832129,-8.6040696
15/02/2021,"6 SHREWSBURY, BALLINLOUGH, CORK",Cork,,"???680,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8896247,-8.4395905
15/10/2021,"21 HAZELWOOD CRESCENT, HARTSTOWN, DUBLIN 15",Dublin,D15FK4N,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3929794,-6.4169794
7/12/2021,"22 OAK PARK VIEW, OAK PARK, NAAS",Kildare,W91C7KC,"???387,665.20",No,Yes,New Dwelling house /Apartment,,53.206401,-6.6574408
15/04/2021,"22 an sruthan beag, clogheen, clonakilty",Cork,,"???272,246.00",No,Yes,New Dwelling house /Apartment,,51.62306,-8.87056
22/01/2021,"10 CLARA CT, STRANDHILL RD, SLIGO",Sligo,,"???281,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.26969,-8.46943
9/12/2021,"26 BELLAIR EST, DOUGLAS RD, CORK",Cork,T12X3T0,"???544,438.50",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
22/12/2021,"53 ARD ESKER, ATHENRY, GALWAY",Galway,H65K208,"???115,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.3077203,-8.7497756
9/8/2021,"CURRAGHBOY, YOUGHAL, CORK",Cork,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.969906,-7.9005365
15/10/2021,"6 CLOCH CHORA, COROFIN, GALWAY",Galway,H54Y073,"???380,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-8.85
3/3/2021,"73 FR BURKE RD, THE CLADDAGH, GALWAY",Galway,H91RH9C,"???475,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.26667,-9.06667
27/05/2021,"75 CARNE HILL, JOHNSTOWN, NAVAN",Meath,C15CXT3,"???355,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
30/11/2021,"18 MAPLE WOOD, CASTLEPARK, MALLOW",Cork,P51EVY3,"???225,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.13333,-8.63333
15/01/2021,"THE WILLOWS, WEIR VILLAGE, TUAM",Galway,,"???215,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
26/03/2021,"24 GLENCOVE MANOR, MONAGHAN, MONAGHAN",Monaghan,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2474463,-6.9519538
24/05/2021,"59 HAMPTON GREEN, NAVAN ROAD, DUBLIN 7",Dublin,D07V82W,"???321,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3616398,-6.3036515
12/11/2021,"100A LANDSCAPE PARK, CHURCHTOWN, DUBLIN 14",Dublin,D14X0T2,"???860,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2984971,-6.2616178
20/08/2021,"27 The Fairways, Tir Cluain, Midleton",Cork,,"???255,506.60",No,Yes,New Dwelling house /Apartment,,51.9301842,-8.1900669
13/08/2021,"15 RATHBAN, TULLA RD, ENNIS",Clare,V95WTY8,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
27/07/2021,"22 LADYWELL SQ, DUNDALK, LOUTH",Louth,A91R6P8,"???167,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9931323,-6.4046585
1/6/2021,"ROBBINSTOWN, MULLINAGAR, CO WESTMEATH",Westmeath,,"???334,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5,-7.5
18/02/2021,"3 ORCHARD COURT, HERONS WOOD, CARRIGALINE",Cork,P43AX63,"???197,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.81167,-8.39861
17/11/2021,"11 GLENHERON VIEW, GLENHERON, GREYSTONES",Wicklow,A63TK51,"???440,529.00",No,Yes,New Dwelling house /Apartment,,53.124151,-6.0721564
7/10/2021,"50 Ridgewood Manor, Melitta Road, Kildare",Kildare,,"???259,911.00",No,Yes,New Dwelling house /Apartment,,53.15611,-6.91444
6/10/2021,"DANESTOWN, BALLRATH, NAVAN",Meath,,"???70,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
1/2/2021,"34 PARK ST, INCHICORE, DUBLIN 10",Dublin,,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/08/2021,"10 APTS PARLIAMENT CRANE DAME ST, DUBLIN 2",Dublin,,"???2,860,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/1/2021,"2 THE GROVE, SHANNONVALE, CO LIMERICK",Limerick,,"???139,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
26/05/2021,"UPPER BALLYLOSKEY, CARNDONAGH, CO DONEGAL",Donegal,,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.25,-7.26667
14/06/2021,"36 Lighthouse Way, Dunmore East, Co. Waterford",Waterford,,"???236,631.72",No,Yes,New Dwelling house /Apartment,,52.1616668,-7.0020432
28/05/2021,"APT 1 HOWTH LODGE APTS, HOWTH, CO DUBLIN",Dublin,D13XY45,"???491,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.38046,-6.27113
5/2/2021,"2 Walker Close, Parkside, Balgriffin",Dublin,,"???348,017.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
2/12/2021,"23 Millbrook, Millerstown, Kilcock",Meath,,"???308,370.04",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
17/11/2021,"1 MARIAN VILLAS, TUBBERMORE RD, DALKEY",Dublin,,"???600,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/03/2021,"CHERRYMOUNT COTTAGE, DONORE RD, DROGHEDA",Louth,A92EK4C,"???140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,
28/05/2021,"28 MILLENIUM COURT, TULLOW ROAD, CARLOW",Carlow,R93F5K3,"???270,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
21/12/2021,"VERNESLY, BANNOW, WEXFORD",Wexford,Y35FA44,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.21528,-6.76611
12/2/2021,"CLODAGH, DRIMOLEAGUE, WEST CORK",Cork,,"???258,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
12/5/2021,"RINGSTOWN, BALLYFIN, MOUNTRATH",Laois,,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.99889,-7.47278
15/12/2021,"SHEDRA, 105 KILMACUD RD LOWER, STILLORGAN",Dublin,A94WN82,"???866,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/5/2021,"16 DOORLEY COURT, RATHANGAN, KILDARE",Kildare,R51R962,"???221,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.217813,-6.9829571
15/03/2021,"THORNFIELD, INNISKEEN, DUNDALK",Louth,,"???147,000.00",No,No,Second-Hand Dwelling house /Apartment,,54,-6.41667
19/03/2021,"8 BARNFIELD COURT, TULLOW, CARLOW",Carlow,,"???137,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.804537,-6.7484203
10/12/2021,"14 FAIRWAYS GARDENS, DUBLIN ROAD, DUNDALK",Louth,A91FC0E,"???275,000.00",No,Yes,New Dwelling house /Apartment,,54,-6.41667
26/11/2021,"64 COUNTRY MEADOWS, TUAM, GALWAY",Galway,H54F754,"???83,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5086239,-8.8596935
16/04/2021,"OAK LODGE, CULLEN UPPER, WICKLOW",Wicklow,,"???332,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.975,-6.04944
5/8/2021,"10 KERINS PARK, TRALEE, KERRY",Kerry,V92PV3A,"???90,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
14/10/2021,"84 Archers Wood Avenue, Archers Wood, Delgany",Wicklow,,"???431,718.06",No,Yes,New Dwelling house /Apartment,,53.13083,-6.09139
14/07/2021,"APT 69 BLOCK B, CASTLEFORBES SQ, CASTLEFORBES RD DUBLIN 1",Dublin,,"???375,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/01/2021,"17 HAMPTON WOOD AVE, FINGLAS EAST, DUBLIN 11",Dublin,,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
28/01/2021,"DRANAGH, FERNS, CO WEXFORD",Wexford,,"???110,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.58833,-6.49972
29/10/2021,"THE WATERFALL, GRAIGUE RD, KILLENAULE",Tipperary,,"???302,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
26/11/2021,"BALLYVISTEA, EMLY, CO TIPPERARY",Tipperary,E34VY13,"???25,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66667,-7.83333
18/06/2021,"203 Drakes Point, Crosshaven",Cork,,"???258,627.06",Yes,Yes,New Dwelling house /Apartment,,51.79833,-8.30083
9/12/2021,"ELMPAR, BIRR, OFFALY",Offaly,R42K030,"???332,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
21/07/2021,"No.84, Cois Dara, Chapelstown",Clare,,"???207,048.46",No,Yes,New Dwelling house /Apartment,,52.81556,-8.96667
9/12/2021,"58 CEDAR VALE, ATHLUMNEY WOOD, NAVAN",Meath,C15PF6R,"???282,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
4/5/2021,"APT 140, BLOCK 4, PARKGATE PLACE DUBLIN 8",Dublin,D08V8P6,"???330,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3473305,-6.2950511
16/07/2021,"57 RICHMOND PARK, MONKSTOWN, DUBLIN",Dublin,A94H962,"???650,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2903384,-6.1561346
23/11/2021,"CARROWDUFF UPPER, FOUR MILE HOUSE, COUNTY ROSCOMMON",Roscommon,,"???35,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
16/04/2021,"17 CLONBOY, BRIDGETOWN, CLARE",Clare,V94Y0X8,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.76194,-8.52028
22/12/2021,"1 COIS HABHAINN, KILNABRACK, GLENBEIGH KERRY",Kerry,V93HT29,"???195,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.05806,-9.93778
26/01/2021,"34 ABELARD SQUARE, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin,,"???418,502.20",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/10/2021,"54 CRESTFIELD DR, WHITEHALL, DUBLIN 9",Dublin,D09RF72,"???435,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3869193,-6.2516165
9/6/2021,"CAFFOLEY LAHARDANE, BALLINA, MAYO",Mayo,,"???125,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.11667,-9.16667
15/01/2021,"8 THE AVENUE, CARRICKMINES MANOR, GLENAMUCK ROAD",Dublin,,"???550,660.79",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
3/9/2021,"13 OAKVIEW WAY, HARTSTOWN, DUBLIN 15",Dublin,D15XR9H,"???326,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3919434,-6.4161461
30/04/2021,"18 DELANEY PARK, DUBLIN HILL, CORK",Cork,T23C9P6,"???164,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.9165952,-8.4677652
26/10/2021,"No. 35 Cois Dara, Chapelstown, Tullow Road",Carlow,,"???207,048.46",No,Yes,New Dwelling house /Apartment,,52.84083,-6.92611
30/08/2021,"4 GREEN STREET, ROSSCREA, CO TIPPERARY",Tipperary,E53HK31,"???107,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66667,-7.83333
26/03/2021,"70 LAUREL DRIVE, ESKER HILLS RIDGE ROAD, PORTLAOISE",Laois,,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
12/10/2021,"4 ELDER HEATH DOWNS, ELDER HEATH, KILTIPPER ROAD",Dublin,D24K83C,"???167,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/12/2021,"7 THE WORKS SOUTH TERRACE, INCHICORE, DUBLIN",Dublin,D08C2F2,"???187,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/8/2021,"27 MARLFIELD PLACE, KILTIPPER WAY, TALLAGHT",Dublin,D24E2A3,"???280,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
3/9/2021,"72 PHIBBLESTOWN HOUSE, CLONEE DUBLIN 15, DUBLIN",Dublin,D15W677,"???255,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/8/2021,"36 DUNBRODY WHARF, CREYWELL, NEW ROSS",Wexford,Y34D995,"???115,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.39667,-6.93667
10/8/2021,"8 WILLOW GROVE, SALLINS, KILDARE",Kildare,W91TX47,"???186,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.24889,-6.66611
30/07/2021,"67 Brighton Wood, Brighton Road, Foxrock",Dublin,,"???638,733.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
23/02/2021,"20 The Hazels, Ballinahinch Wood, Ashford",Wicklow,,"???418,512.20",No,Yes,New Dwelling house /Apartment,,53.00833,-6.11139
11/6/2021,"5  AN GHRAIG, INCH, CO. KERRY",Kerry,,"???230,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.14972,-9.96806
1/6/2021,"102 RAHYLIN GLEBE, BALLYBANE, GALWAY",Galway,H91WP2F,"???141,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2829986,-9.0093467
20/09/2021,"28 GROSVENOR LODGE, GROSVENOR LANE, LEINSTER RD DUBLIN 6",Dublin,D06W5F2,"???478,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/05/2021,"35N MERCHANTS DOCK, MERCHANTS ROAD, GALWAY",Galway,H91WR92,"???340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
8/11/2021,"CASTLEHILL BUNGALOW 1, BALLINESKER, ENNISCORTHY",Wexford,Y21FX27,"???95,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
29/09/2021,"15 THE CEDARS, TULLAMORE, OFFALY",Offaly,R35W8P9,"???205,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2702819,-7.4817223
23/06/2021,"KILMURRAY, BALTINGLASS, CO WICKLOW",Wicklow,,"???164,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.93722,-6.70917
30/04/2021,"7 The Crescent, Bryanstown Wood, Drogheda",Meath,,"???246,696.00",No,Yes,New Dwelling house /Apartment,,53.66667,-6.66667
8/12/2021,"2 THE CLOSE, SCHOLARSTOWN WOOD, SCHOLARSTOWN ROAD",Dublin,D16W2Y3,"???680,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/9/2021,"41 The Orchard, Watergrasshill, County Cork",Cork,,"???263,876.65",No,Yes,New Dwelling house /Apartment,,52.0079751,-8.3509069
31/03/2021,"HOLLYBROOK COTTAGE, TICKENCOR, CLONMEL",Waterford,,"???83,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
25/05/2021,"5 MILL RACE, CAHIR, TIPPERARY",Tipperary,,"???70,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
26/08/2021,"31 SLI AN AIFRINN, ATHLONE, CO WESTMEATH",Westmeath,N37WN70,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
24/11/2021,"TARREA, KINVARA, CO GALWAY",Galway,H91HX9D,"???410,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13944,-8.93361
21/12/2021,"17 CARDY ROCK AVE, BALBRIGGAN, DUBLIN",Dublin,K32PX44,"???288,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6189652,-6.1920984
23/04/2021,"46 WESTBROOK, KNOCKNACARRA, GALWAY",Galway,H91D9NK,"???400,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.2616705,-9.1196469
26/05/2021,"51 COLLEGE GREEN, DUN MORE RD, TUAM",Galway,H54FH32,"???270,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
16/03/2021,"7 THE COURTYARD, HEADSTOWN CASTLETOWN, NAVAN",Meath,,"???205,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.65278,-6.68139
5/1/2021,"15 CAISIL UR, RAHOON, KNOCKNACARRA",Galway,,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
31/05/2021,"34 Cathedral View, Rampart Road, Dundalk",Louth,,"???240,528.60",No,Yes,New Dwelling house /Apartment,,54,-6.41667
10/2/2021,"CARRIG AINE, HOSPITAL, CO LIMERICK",Limerick,,"???65,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47306,-8.43056
17/05/2021,"HAZELWOOD, PARKROE, CRAUGHWELL",Galway,,"???350,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.22611,-8.73306
3/12/2021,"2 Seaview Avenue, Cnoc na Mara, Blackrock",Louth,,"???295,154.00",No,Yes,New Dwelling house /Apartment,,53.96405,-6.36514
13/12/2021,"LISAGOAN, KINGSCOURT, CO CAVAN",Cavan,A81V067,"???263,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.90806,-6.80556
